sampleNumber	sampleNameNumber	sampleName	treatment	time	replicate	antibody	readout	cv	quality
27	S027	A375	4032	1hr	rep1	PTEN	0.352206923	0.043442396	Good
28	S028	A375	combo	1hr	rep1	PTEN	0.32473784	0.045161275	Good
29	S029	A375	DMSO	3.5hr	rep1	PTEN	0.291347256	0.030579369	Good
30	S030	A375	901	6hr	rep1	PTEN	0.317878111	0.063991951	Good
31	S031	A375	4032	6hr	rep1	PTEN	0.352961311	0.027525678	Good
32	S032	A375	combo	6hr	rep1	PTEN	0.28223873	0.055219637	Good
33	S033	A375	DMSO	24hr	rep1	PTEN	0.286634025	0.027648264	Good
34	S034	A375	901	24hr	rep1	PTEN	0.393914659	0.026442014	Good
35	S035	A375	4032	24hr	rep1	PTEN	0.385626534	0.02689409	Good
36	S036	A375	combo	24hr	rep1	PTEN	0.397921356	0.036899569	Good
37	S037	A375	DMSO	1hr	rep2	PTEN	0.381034678	0.040805888	Good
38	S038	A375	901	1hr	rep2	PTEN	0.343655884	0.071827938	Good
39	S039	A375	4032	1hr	rep2	PTEN	0.328561825	0.032887807	Good
40	S040	A375	combo	1hr	rep2	PTEN	0.402077928	0.031514035	Good
41	S041	A375	DMSO	3.5hr	rep2	PTEN	0.28864278	0.07207208	Good
42	S042	A375	901	6hr	rep2	PTEN	0.265815304	0.027058656	Good
43	S043	A375	4032	6hr	rep2	PTEN	0.290524011	0.029875021	Good
44	S044	A375	combo	6hr	rep2	PTEN	0.254856865	0.03183038	Good
45	S045	A375	DMSO	24hr	rep2	PTEN	0.311457348	0.025555327	Good
46	S046	A375	901	24hr	rep2	PTEN	0.489254656	0.036701885	Good
47	S047	A375	4032	24hr	rep2	PTEN	0.503970971	0.028185939	Good
48	S048	A375	combo	24hr	rep2	PTEN	0.592146589	0.043301354	Good
1	S001	A2058 	DMSO	1hr	rep1	EGFR (phospho-Tyr1173)	0.223660097	0.113246498	Poor
2	S002	A2058 	901	1hr	rep1	EGFR (phospho-Tyr1173)	0.115860071	0.049915067	Good
3	S003	A2058 	4032	1hr	rep1	EGFR (phospho-Tyr1173)	0.127441655	0.027994072	Good
4	S004	A2058 	combo	1hr	rep1	EGFR (phospho-Tyr1173)	0.121986313	0.053803243	Good
5	S005	A2058 	DMSO	3.5hr	rep1	EGFR (phospho-Tyr1173)	0.114437436	0.092920372	Good
6	S006	A2058 	901	6hr	rep1	EGFR (phospho-Tyr1173)	0.099863367	0.037043429	Good
7	S007	A2058 	4032	6hr	rep1	EGFR (phospho-Tyr1173)	0.107976218	0.076667124	Good
8	S008	A2058 	combo	6hr	rep1	EGFR (phospho-Tyr1173)	0.097372743	0.045398815	Good
9	S009	A2058 	DMSO	24hr	rep1	EGFR (phospho-Tyr1173)	0.119994292	0.027447263	Good
10	S010	A2058 	901	24hr	rep1	EGFR (phospho-Tyr1173)	0.1070628	0.028990186	Good
11	S011	A2058 	4032	24hr	rep1	EGFR (phospho-Tyr1173)	0.130078364	0.040527881	Undet.
12	S012	A2058 	combo	24hr	rep1	EGFR (phospho-Tyr1173)	0.135387327	0.031959783	Good
13	S013	A2058 	DMSO	1hr	rep2	EGFR (phospho-Tyr1173)	0.117887503	0.046883563	Good
14	S014	A2058 	901	1hr	rep2	EGFR (phospho-Tyr1173)	0.12102867	0.068837547	Undet.
15	S015	A2058 	4032	1hr	rep2	EGFR (phospho-Tyr1173)	0.111141859	0.071583835	Good
16	S016	A2058 	combo	1hr	rep2	EGFR (phospho-Tyr1173)	0.126523662	0.071898015	Good
17	S017	A2058 	DMSO	3.5hr	rep2	EGFR (phospho-Tyr1173)	0.133315171	0.102318857	Undet.
18	S018	A2058 	901	6hr	rep2	EGFR (phospho-Tyr1173)	0.13597138	0.038620847	Undet.
19	S019	A2058 	4032	6hr	rep2	EGFR (phospho-Tyr1173)	0.128349528	0.034558795	Good
20	S020	A2058 	combo	6hr	rep2	EGFR (phospho-Tyr1173)	0.126062071	0.04878241	Good
21	S021	A2058 	DMSO	24hr	rep2	EGFR (phospho-Tyr1173)	0.090208187	0.029657916	Good
22	S022	A2058 	901	24hr	rep2	EGFR (phospho-Tyr1173)	0.113580431	0.031570591	Good
23	S023	A2058 	4032	24hr	rep2	EGFR (phospho-Tyr1173)	0.09303292	0.026807652	Good
24	S024	A2058 	combo	24hr	rep2	EGFR (phospho-Tyr1173)	0.112574189	0.068038227	Good
25	S025	A375	DMSO	1hr	rep1	EGFR (phospho-Tyr1173)	0.14344055	0.037718207	Good
26	S026	A375	901	1hr	rep1	EGFR (phospho-Tyr1173)	0.15920494	0.037808446	Good
27	S027	A375	4032	1hr	rep1	EGFR (phospho-Tyr1173)	0.144554116	0.028321673	Good
28	S028	A375	combo	1hr	rep1	EGFR (phospho-Tyr1173)	0.130266915	0.06934728	Undet.
29	S029	A375	DMSO	3.5hr	rep1	EGFR (phospho-Tyr1173)	0.133322315	0.026578473	Good
30	S030	A375	901	6hr	rep1	EGFR (phospho-Tyr1173)	0.140738305	0.048631124	Good
31	S031	A375	4032	6hr	rep1	EGFR (phospho-Tyr1173)	0.142658115	0.084827628	Good
32	S032	A375	combo	6hr	rep1	EGFR (phospho-Tyr1173)	0.136041455	0.030231676	Good
33	S033	A375	DMSO	24hr	rep1	EGFR (phospho-Tyr1173)	0.13716457	0.026792972	Good
34	S034	A375	901	24hr	rep1	EGFR (phospho-Tyr1173)	0.125973105	0.027735587	Good
35	S035	A375	4032	24hr	rep1	EGFR (phospho-Tyr1173)	0.136958353	0.047723525	Good
36	S036	A375	combo	24hr	rep1	EGFR (phospho-Tyr1173)	0.120886765	0.052582563	Good
37	S037	A375	DMSO	1hr	rep2	EGFR (phospho-Tyr1173)	0.152769297	0.027711162	Undet.
38	S038	A375	901	1hr	rep2	EGFR (phospho-Tyr1173)	0.149714299	0.054580134	Good
39	S039	A375	4032	1hr	rep2	EGFR (phospho-Tyr1173)	0.145346764	0.085424733	Good
40	S040	A375	combo	1hr	rep2	EGFR (phospho-Tyr1173)	0.147507507	0.083580304	Good
41	S041	A375	DMSO	3.5hr	rep2	EGFR (phospho-Tyr1173)	0.141960067	0.063502971	Good
42	S042	A375	901	6hr	rep2	EGFR (phospho-Tyr1173)	0.128187503	0.05492143	Good
43	S043	A375	4032	6hr	rep2	EGFR (phospho-Tyr1173)	0.136255037	0.062818292	Good
44	S044	A375	combo	6hr	rep2	EGFR (phospho-Tyr1173)	0.131576878	0.060391447	Good
45	S045	A375	DMSO	24hr	rep2	EGFR (phospho-Tyr1173)	0.155639753	0.033302033	Undet.
46	S046	A375	901	24hr	rep2	EGFR (phospho-Tyr1173)	0.140358152	0.066209317	Good
47	S047	A375	4032	24hr	rep2	EGFR (phospho-Tyr1173)	0.164222368	0.050423961	Undet.
48	S048	A375	combo	24hr	rep2	EGFR (phospho-Tyr1173)	0.170670518	0.041731464	Undet.
1	S001	A2058 	DMSO	1hr	rep1	mTOR	0.178055994	0.152874973	Good
2	S002	A2058 	901	1hr	rep1	mTOR	0.188947591	0.115930276	Undet.
3	S003	A2058 	4032	1hr	rep1	mTOR	0.202259422	0.063272596	Undet.
4	S004	A2058 	combo	1hr	rep1	mTOR	0.167589616	0.12454221	Good
5	S005	A2058 	DMSO	3.5hr	rep1	mTOR	0.201458666	0.03888398	Good
6	S006	A2058 	901	6hr	rep1	mTOR	0.15971576	0.135911665	Good
7	S007	A2058 	4032	6hr	rep1	mTOR	0.137949487	0.075906404	Undet.
8	S008	A2058 	combo	6hr	rep1	mTOR	0.115058597	0.054409367	Good
9	S009	A2058 	DMSO	24hr	rep1	mTOR	0.169883132	0.380315899	Undet.
10	S010	A2058 	901	24hr	rep1	mTOR	0.176482238	0.056918207	Undet.
11	S011	A2058 	4032	24hr	rep1	mTOR	0.166361139	0.112348156	Undet.
12	S012	A2058 	combo	24hr	rep1	mTOR	0.173652093	0.179865268	Undet.
13	S013	A2058 	DMSO	1hr	rep2	mTOR	0.206866704	0.053923188	Undet.
14	S014	A2058 	901	1hr	rep2	mTOR	0.166518149	0.089272054	Good
15	S015	A2058 	4032	1hr	rep2	mTOR	0.177369623	0.044885972	Good
16	S016	A2058 	combo	1hr	rep2	mTOR	0.237754835	0.035293819	Good
17	S017	A2058 	DMSO	3.5hr	rep2	mTOR	0.254560995	0.045821917	Undet.
18	S018	A2058 	901	6hr	rep2	mTOR	0.238046707	0.05339312	Undet.
19	S019	A2058 	4032	6hr	rep2	mTOR	0.19860307	0.096556412	Good
20	S020	A2058 	combo	6hr	rep2	mTOR	0.198174065	0.148766778	Good
21	S021	A2058 	DMSO	24hr	rep2	mTOR	0.104016864	0.143950327	Good
22	S022	A2058 	901	24hr	rep2	mTOR	0.179941426	0.058836118	Good
23	S023	A2058 	4032	24hr	rep2	mTOR	0.107787616	0.040556487	Good
24	S024	A2058 	combo	24hr	rep2	mTOR	0.141735651	0.089308633	Undet.
25	S025	A375	DMSO	1hr	rep1	mTOR	0.22653551	0.055092541	Undet.
26	S026	A375	901	1hr	rep1	mTOR	0.226646823	0.07483989	Good
27	S027	A375	4032	1hr	rep1	mTOR	0.227362058	0.141214671	Good
28	S028	A375	combo	1hr	rep1	mTOR	0.206314914	0.070547537	Good
29	S029	A375	DMSO	3.5hr	rep1	mTOR	0.194588037	0.040736192	Good
30	S030	A375	901	6hr	rep1	mTOR	0.183609933	0.057850449	Good
31	S031	A375	4032	6hr	rep1	mTOR	0.263278601	0.064470066	Undet.
32	S032	A375	combo	6hr	rep1	mTOR	0.164258918	0.08187077	Good
33	S033	A375	DMSO	24hr	rep1	mTOR	0.158581257	0.078682405	Undet.
34	S034	A375	901	24hr	rep1	mTOR	0.14137877	0.063538204	Good
35	S035	A375	4032	24hr	rep1	mTOR	0.181092111	0.056780362	Undet.
36	S036	A375	combo	24hr	rep1	mTOR	0.161830459	0.038216018	Undet.
37	S037	A375	DMSO	1hr	rep2	mTOR	0.227560756	0.037807822	Undet.
38	S038	A375	901	1hr	rep2	mTOR	0.258242481	0.06056422	Undet.
39	S039	A375	4032	1hr	rep2	mTOR	0.261135102	0.042784958	Good
40	S040	A375	combo	1hr	rep2	mTOR	0.295053279	0.039039556	Good
41	S041	A375	DMSO	3.5hr	rep2	mTOR	0.180164274	0.062394393	Good
42	S042	A375	901	6hr	rep2	mTOR	0.171002391	0.041913265	Good
43	S043	A375	4032	6hr	rep2	mTOR	0.176988736	0.053144574	Undet.
44	S044	A375	combo	6hr	rep2	mTOR	0.145620135	0.08155581	Good
45	S045	A375	DMSO	24hr	rep2	mTOR	0.223638493	0.04236738	Good
46	S046	A375	901	24hr	rep2	mTOR	0.252257499	0.054823434	Good
47	S047	A375	4032	24hr	rep2	mTOR	0.227677588	0.035403396	Good
48	S048	A375	combo	24hr	rep2	mTOR	0.263965923	0.038725447	Good
1	S001	A2058 	DMSO	1hr	rep1	IRS-1	0.015876159	0.121980077	Undet.
2	S002	A2058 	901	1hr	rep1	IRS-1	0.015816491	0.177504673	Undet.
3	S003	A2058 	4032	1hr	rep1	IRS-1	0.021923308	0.040467705	Good
4	S004	A2058 	combo	1hr	rep1	IRS-1	0.019321789	0.166510649	Undet.
5	S005	A2058 	DMSO	3.5hr	rep1	IRS-1	0.020445137	0.095940255	Undet.
6	S006	A2058 	901	6hr	rep1	IRS-1	0.018242263	0.111679913	Good
7	S007	A2058 	4032	6hr	rep1	IRS-1	0.018360016	0.058718717	Good
8	S008	A2058 	combo	6hr	rep1	IRS-1	0.014192471	0.131550012	Good
9	S009	A2058 	DMSO	24hr	rep1	IRS-1	0.022648404	0.046830904	Good
10	S010	A2058 	901	24hr	rep1	IRS-1	0.018371794	0.13860087	Undet.
11	S011	A2058 	4032	24hr	rep1	IRS-1	0.016913317	0.058718907	Undet.
12	S012	A2058 	combo	24hr	rep1	IRS-1	0.026456591	0.114776691	Good
13	S013	A2058 	DMSO	1hr	rep2	IRS-1	0.021188207	0.054165879	Good
14	S014	A2058 	901	1hr	rep2	IRS-1	0.021109935	0.081312933	Undet.
15	S015	A2058 	4032	1hr	rep2	IRS-1	0.022795967	0.085952208	Good
16	S016	A2058 	combo	1hr	rep2	IRS-1	0.020265827	0.045188168	Good
17	S017	A2058 	DMSO	3.5hr	rep2	IRS-1	0.02507256	0.050512942	Good
18	S018	A2058 	901	6hr	rep2	IRS-1	0.023065482	0.078820096	Good
19	S019	A2058 	4032	6hr	rep2	IRS-1	0.022189455	0.091228413	Good
20	S020	A2058 	combo	6hr	rep2	IRS-1	0.020876636	0.050582571	Undet.
21	S021	A2058 	DMSO	24hr	rep2	IRS-1	0.011868645	0.069237767	Good
22	S022	A2058 	901	24hr	rep2	IRS-1	0.020750838	0.093655824	Undet.
23	S023	A2058 	4032	24hr	rep2	IRS-1	0.010226508	0.088874801	Poor
24	S024	A2058 	combo	24hr	rep2	IRS-1	0.01396384	0.057618607	Undet.
25	S025	A375	DMSO	1hr	rep1	IRS-1	0.019343526	0.049526529	Good
26	S026	A375	901	1hr	rep1	IRS-1	0.02430611	0.061921294	Good
27	S027	A375	4032	1hr	rep1	IRS-1	0.020719853	0.089575003	Good
28	S028	A375	combo	1hr	rep1	IRS-1	0.019488598	0.095512451	Good
29	S029	A375	DMSO	3.5hr	rep1	IRS-1	0.021580626	0.054637256	Good
30	S030	A375	901	6hr	rep1	IRS-1	0.022315989	0.048952957	Good
31	S031	A375	4032	6hr	rep1	IRS-1	0.02578399	0.069831765	Good
32	S032	A375	combo	6hr	rep1	IRS-1	0.021976838	0.053690021	Good
33	S033	A375	DMSO	24hr	rep1	IRS-1	0.020316063	0.048291561	Good
34	S034	A375	901	24hr	rep1	IRS-1	0.018272454	0.101690329	Good
35	S035	A375	4032	24hr	rep1	IRS-1	0.019305774	0.051298869	Good
36	S036	A375	combo	24hr	rep1	IRS-1	0.018710144	0.051759973	Undet.
37	S037	A375	DMSO	1hr	rep2	IRS-1	0.024202003	0.111352888	Good
38	S038	A375	901	1hr	rep2	IRS-1	0.026079412	0.032357857	Good
39	S039	A375	4032	1hr	rep2	IRS-1	0.025815832	0.065813572	Good
40	S040	A375	combo	1hr	rep2	IRS-1	0.029932737	0.043422169	Good
41	S041	A375	DMSO	3.5hr	rep2	IRS-1	0.021847834	0.036982892	Good
42	S042	A375	901	6hr	rep2	IRS-1	0.01845098	0.045160733	Good
43	S043	A375	4032	6hr	rep2	IRS-1	0.0247066	0.039222849	Undet.
44	S044	A375	combo	6hr	rep2	IRS-1	0.017921459	0.090985362	Good
45	S045	A375	DMSO	24hr	rep2	IRS-1	0.023629293	0.168979672	Undet.
46	S046	A375	901	24hr	rep2	IRS-1	0.022678295	0.126860565	Good
47	S047	A375	4032	24hr	rep2	IRS-1	0.023781947	0.037854538	Good
48	S048	A375	combo	24hr	rep2	IRS-1	0.023101944	0.039040991	Good
1	S001	A2058 	DMSO	1hr	rep1	PDGFRA	0.014345175	0.048680748	Good
2	S002	A2058 	901	1hr	rep1	PDGFRA	0.013100923	0.095818859	Undet.
3	S003	A2058 	4032	1hr	rep1	PDGFRA	0.016332087	0.092603514	Undet.
4	S004	A2058 	combo	1hr	rep1	PDGFRA	0.017923912	0.069258979	Good
5	S005	A2058 	DMSO	3.5hr	rep1	PDGFRA	0.016066901	0.075194341	Good
6	S006	A2058 	901	6hr	rep1	PDGFRA	0.012110936	0.083889445	Good
7	S007	A2058 	4032	6hr	rep1	PDGFRA	0.014311113	0.090973361	Good
8	S008	A2058 	combo	6hr	rep1	PDGFRA	0.011159591	0.06069889	Good
9	S009	A2058 	DMSO	24hr	rep1	PDGFRA	0.015884066	0.069123352	Good
10	S010	A2058 	901	24hr	rep1	PDGFRA	0.014189463	0.04332288	Undet.
11	S011	A2058 	4032	24hr	rep1	PDGFRA	0.017450206	0.044457125	Good
12	S012	A2058 	combo	24hr	rep1	PDGFRA	0.014902226	0.04385279	Good
13	S013	A2058 	DMSO	1hr	rep2	PDGFRA	0.017739832	0.077494194	Undet.
14	S014	A2058 	901	1hr	rep2	PDGFRA	0.017520934	0.034672924	Good
15	S015	A2058 	4032	1hr	rep2	PDGFRA	0.014651732	0.053711433	Good
16	S016	A2058 	combo	1hr	rep2	PDGFRA	0.016615552	0.050235568	Good
17	S017	A2058 	DMSO	3.5hr	rep2	PDGFRA	0.018383395	0.081612287	Good
18	S018	A2058 	901	6hr	rep2	PDGFRA	0.015379109	0.090391527	Good
19	S019	A2058 	4032	6hr	rep2	PDGFRA	0.017366079	0.049294914	Good
20	S020	A2058 	combo	6hr	rep2	PDGFRA	0.014476123	0.114126939	Good
21	S021	A2058 	DMSO	24hr	rep2	PDGFRA	0.010668835	0.080177641	Good
22	S022	A2058 	901	24hr	rep2	PDGFRA	0.013724654	0.043739101	Good
23	S023	A2058 	4032	24hr	rep2	PDGFRA	0.012559143	0.11090959	Good
24	S024	A2058 	combo	24hr	rep2	PDGFRA	0.015408879	0.053531958	Good
25	S025	A375	DMSO	1hr	rep1	PDGFRA	0.029892088	0.045966224	Good
26	S026	A375	901	1hr	rep1	PDGFRA	0.033493591	0.101642414	Good
27	S027	A375	4032	1hr	rep1	PDGFRA	0.026746553	0.040613714	Good
28	S028	A375	combo	1hr	rep1	PDGFRA	0.025434295	0.068254414	Good
29	S029	A375	DMSO	3.5hr	rep1	PDGFRA	0.023770407	0.087218858	Good
30	S030	A375	901	6hr	rep1	PDGFRA	0.021768477	0.053065503	Good
31	S031	A375	4032	6hr	rep1	PDGFRA	0.023032327	0.040911575	Good
32	S032	A375	combo	6hr	rep1	PDGFRA	0.019443269	0.050717736	Undet.
33	S033	A375	DMSO	24hr	rep1	PDGFRA	0.029773818	0.075523921	Good
34	S034	A375	901	24hr	rep1	PDGFRA	0.023471964	0.10476065	Undet.
35	S035	A375	4032	24hr	rep1	PDGFRA	0.023090485	0.052305166	Good
36	S036	A375	combo	24hr	rep1	PDGFRA	0.023961368	0.079664231	Good
37	S037	A375	DMSO	1hr	rep2	PDGFRA	0.029063173	0.068977526	Good
38	S038	A375	901	1hr	rep2	PDGFRA	0.031626949	0.091690166	Good
39	S039	A375	4032	1hr	rep2	PDGFRA	0.029319737	0.057311245	Good
40	S040	A375	combo	1hr	rep2	PDGFRA	0.029891311	0.085138448	Good
41	S041	A375	DMSO	3.5hr	rep2	PDGFRA	0.019369733	0.117799504	Good
42	S042	A375	901	6hr	rep2	PDGFRA	0.021329941	0.088472574	Good
43	S043	A375	4032	6hr	rep2	PDGFRA	0.020400407	0.084455527	Good
44	S044	A375	combo	6hr	rep2	PDGFRA	0.019453858	0.071580847	Good
45	S045	A375	DMSO	24hr	rep2	PDGFRA	0.029914944	0.084628631	Poor
46	S046	A375	901	24hr	rep2	PDGFRA	0.02929046	0.039675209	Good
47	S047	A375	4032	24hr	rep2	PDGFRA	0.022857472	0.044242091	Good
48	S048	A375	combo	24hr	rep2	PDGFRA	0.02911665	0.056281061	Good
1	S001	A2058 	DMSO	1hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.132061922	0.080764671	Good
2	S002	A2058 	901	1hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.180941156	0.102722722	Good
3	S003	A2058 	4032	1hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.192053579	0.102772092	Undet.
4	S004	A2058 	combo	1hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.158252148	0.058694745	Good
5	S005	A2058 	DMSO	3.5hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.14754224	0.050597519	Good
6	S006	A2058 	901	6hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.118130831	0.036694463	Good
7	S007	A2058 	4032	6hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.098819805	0.047649051	Good
8	S008	A2058 	combo	6hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.078642207	0.032432337	Good
9	S009	A2058 	DMSO	24hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.14246722	0.03491953	Good
10	S010	A2058 	901	24hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.099189568	0.046432153	Undet.
11	S011	A2058 	4032	24hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.120194737	0.024760247	Good
12	S012	A2058 	combo	24hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.115239358	0.027995795	Good
13	S013	A2058 	DMSO	1hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.120848693	0.045450684	Undet.
14	S014	A2058 	901	1hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.159458185	0.042113518	Good
15	S015	A2058 	4032	1hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.162271414	0.027469774	Good
16	S016	A2058 	combo	1hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.151321707	0.034014857	Good
17	S017	A2058 	DMSO	3.5hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.14527433	0.028313778	Good
18	S018	A2058 	901	6hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.140893962	0.033505196	Good
19	S019	A2058 	4032	6hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.131935545	0.07188594	Good
20	S020	A2058 	combo	6hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.111103905	0.029729799	Good
21	S021	A2058 	DMSO	24hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.08994644	0.055157231	Good
22	S022	A2058 	901	24hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.106530854	0.029796261	Good
23	S023	A2058 	4032	24hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.067959437	0.04470164	Good
24	S024	A2058 	combo	24hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.07518792	0.032911999	Good
25	S025	A375	DMSO	1hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.051753486	0.084937141	Good
26	S026	A375	901	1hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.067234591	0.049638502	Good
27	S027	A375	4032	1hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.056248011	0.02766025	Good
28	S028	A375	combo	1hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.048977901	0.042221356	Good
29	S029	A375	DMSO	3.5hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.045211137	0.093774666	Good
30	S030	A375	901	6hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.042160989	0.039763495	Good
31	S031	A375	4032	6hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.047483228	0.03943658	Undet.
32	S032	A375	combo	6hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.038487449	0.051115415	Good
33	S033	A375	DMSO	24hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.042231279	0.107084765	Good
34	S034	A375	901	24hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.031251831	0.106295213	Good
35	S035	A375	4032	24hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.030772528	0.040689401	Undet.
36	S036	A375	combo	24hr	rep1	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.027103278	0.167083858	Good
37	S037	A375	DMSO	1hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.054267829	0.03370981	Good
38	S038	A375	901	1hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.058088629	0.066926661	Good
39	S039	A375	4032	1hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.054570916	0.056975574	Good
40	S040	A375	combo	1hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.056642754	0.103052185	Undet.
41	S041	A375	DMSO	3.5hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.042405832	0.034147925	Good
42	S042	A375	901	6hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.040786473	0.074237412	Good
43	S043	A375	4032	6hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.036685041	0.055622877	Good
44	S044	A375	combo	6hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.03425414	0.042429643	Good
45	S045	A375	DMSO	24hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.050709386	0.072058318	Good
46	S046	A375	901	24hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.034605657	0.082766716	Undet.
47	S047	A375	4032	24hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.034073276	0.083418209	Good
48	S048	A375	combo	24hr	rep2	IGF-1R-beta/Insulin Receptor beta (phospho-Tyr1135,Tyr1136/Tyr1150,Tyr1151)	0.03643564	0.087663628	Good
1	S001	A2058 	DMSO	1hr	rep1	PDGFR (phospho-Tyr1021)	0.194790549	0.075340335	Undet.
2	S002	A2058 	901	1hr	rep1	PDGFR (phospho-Tyr1021)	0.202294892	0.05748571	Good
3	S003	A2058 	4032	1hr	rep1	PDGFR (phospho-Tyr1021)	0.265375054	0.04721315	Good
