AntibodyLabel,Source,NodeName,Gene_Symbol,Sites,Effect
KU,MDACC,KU80,XRCC5,NA,c
KU,MDACC,KU80,XRCC6,NA,c
KU80_GBL9008408,MDACC,KU80,XRCC5,NA,c
KU80_GBL9008408,MDACC,KU80,XRCC6,NA,c
KU80,MDACC,KU80,XRCC5,NA,c
KU80,MDACC,KU80,XRCC6,NA,c
KU80_RS00275800,MDACC,KU80,XRCC5,NA,c
KU80_RS00275800,MDACC,KU80,XRCC6,NA,c
Ku80.R.C_GBL.9013867,MDACC,Ku80,XRCC5,NA,c
Ku80.R.C_GBL.9013867,MDACC,Ku80,XRCC6,NA,c
L1CAM,MDACC,L1CAM,L1CAM,NA,c
LAG3,MDACC,LAG3,LAG3,NA,c
LASU1_UREBL,MDACC,HUWE1,HUWE1,NA,c
LAT,MDACC,LAT,LAT,NA,c
LC3AB,MDACC,LC3AB,MAP1LC3A,NA,c
LC3A.B,MDACC,LC3AB,MAP1LC3A,NA,c
LC3B,MDACC,LC3B,MAP1LC3B,NA,c
Lck,MDACC,LCK,LCK,NA,c
LCK,MDACC,LCK,LCK,NA,c
LCK_GBL9008386,MDACC,LCK,LCK,NA,c
Lck.R.V_GBL1033800,MDACC,Lck,LCK,NA,c
Lck.R.V_GBL1113193,MDACC,Lck,LCK,NA,c
Lck.R.V_GBL1114885,MDACC,Lck,LCK,NA,c
LDHA,MDACC,LDHA,LDHA,NA,c
LDHA.R.C_GBL1115240,MDACC,LDHA,LDHA,NA,c
LEUCOCYTE_COMMON_ANTIGEN,MDACC,PTPRC,PTPRC,NA,c
LIVIN,MDACC,LIVIN,BIRC7,NA,c
LKB1,MDACC,LKB1,STK11,NA,c
LKB1_mouse,MDACC,LKB1,STK11,NA,c
LKB1_RS00276378 (mouse),MDACC,LKB1,STK11,NA,c
LKB1(mouse)(V)_GBL9007881,MDACC,LKB1,STK11,NA,c
LRIG1,MDACC,LRIG1,LRIG1,NA,c
LRP6_PS1490,MDACC,LRP6_pS1490,LRP6,S1490,a
LRP6_pS1490,MDACC,LRP6_pS1490,LRP6,S1490,a
MAPK_PT202,MDACC,MAPKpT202,MAPK1,T202,a
MAPK_pT202,MDACC,MAPKpT202,MAPK1,T202,a
MAPK_pT202_RS00269178,MDACC,MAPKpT202,MAPK1,T202,a
MAPK_pT202_RS00269178,MDACC,MAPKpT202,MAPK3,T202,a
MAPK_pT202_RS00273598,MDACC,MAPKpT202,MAPK1,T202,a
MAPK_pT202_RS00273598,MDACC,MAPKpT202,MAPK3,T202,a
MAPK_pT202_RS00275578,MDACC,MAPKpT202,MAPK1,T202,a
MAPK_pT202_RS00275578,MDACC,MAPKpT202,MAPK1,T202,a
MAPK_PT202_Y204,MDACC,MAPKpT202Y204,MAPK1,T202|Y204,a
MAPK_pT202_Y204,MDACC,MAPKpT202Y204,MAPK1,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL.9012865,MDACC,MAPKpT202Y204,MAPK1,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL.9012865,MDACC,MAPKpT202Y204,MAPK3,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL.9012906,MDACC,MAPKpT202Y204,MAPK1,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL.9012906,MDACC,MAPKpT202Y204,MAPK3,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL.9013905,MDACC,MAPKpT202Y204,MAPK1,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL.9013905,MDACC,MAPKpT202Y204,MAPK3,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL1033801,MDACC,MAPKpT202Y204,MAPK1,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL1033801,MDACC,MAPKpT202Y204,MAPK3,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL1113194,MDACC,MAPKpT202Y204,MAPK1,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL1113194,MDACC,MAPKpT202Y204,MAPK3,T202|Y204,a
MAPK_pT202_Y204.R.V_GBL9026233,MDACC,ERKpT202,MAPK1,T185|T202,a
MAPK_pT202_Y204.R.V_GBL9026233,MDACC,ERKpT202,MAPK3,Y187|Y204,a
MAPK_pT202_Y204.wR.V_GBL1115104,MDACC,MAPKpT202Y204,MAPK1,T202|Y204,a
MAPK_pT202_Y204.wR.V_GBL1115104,MDACC,MAPKpT202Y204,MAPK3,T202|Y204,a
MAPK_pT202(C)_GBL9007941,MDACC,MAPKpT202,MAPK1,T202,a
MAPK_pT202(C)_GBL9007941,MDACC,MAPKpT202,MAPK3,T202,a
MAPK_pT202(V)_GBL9008325,MDACC,MAPKpT202,MAPK1,T202,a
MAPK_pT202(V)_GBL9008325,MDACC,MAPKpT202,MAPK3,T202,a
M_CSF_RECEPTOR,MDACC,CSF1R,CSF1R,NA,c
MC2,MDACC,MC2,MC2R,NA,c
MCL1,MDACC,MCL1,MCL1,NA,c
Mcl.1,MDACC,Mcl1,MCL1,NA,c
Mcl.1.R.V_GBL1033861,MDACC,Mcl1,MCL1,NA,c
Mcl.1.R.V_GBL1113322,MDACC,Mcl1,MCL1,NA,c
Mcl.1.R.V_GBL1114982,MDACC,Mcl1,MCL1,NA,c
MCT1,MDACC,MCT1,SLC16A1,NA,c
MCT4,MDACC,MCT4,SLC16A4,NA,c
MCP3,MDACC,MCP3,CCL7,NA,c
MCP4,MDACC,MCP4,CCL13,NA,c
MDM2,MDACC,MDM2,MDM2,NA,c
MDM2_PS166,MDACC,MDM2pS166,MDM2,S166,a
MDM2_pS166,MDACC,MDM2pS166,MDM2,S166,a
MDM2_pS166.R.V_GBL1033854,MDACC,MDM2pS166,MDM2,S166,a
MDM2_pS166.R.V_GBL1113315,MDACC,MDM2pS166,MDM2,S166,a
MDM2_pS166.R.V_GBL1114970,MDACC,MDM2pS166,MDM2,S166,a
MDM4,MDACC,MDM4,MDM4,NA,c
MDMX_MDM4,MDACC,MDM4,MDM4,NA,c
MEK1_PS217,MDACC,MEK1pS217,MAP2K1,S217,a
MEK1_2_PS217,MDACC,MEK12pS217,MAP2K1,S217,a
MEK1_2_pS217,MDACC,MEK12pS217,MAP2K1,S217,a
MEK1_2_pS217_GBL9008355,MDACC,MEK12pS217,MAP2K1,S217,a
MEK1_2_pS217_RS00269176,MDACC,MEK12pS217,MAP2K1,S217,a
MEK1_2_pS217_RS00275576,MDACC,MEK12pS217,MAP2K1,S217,a
MEK1_PS217_S221,MDACC,MEK1pS217S221,MAP2K1,S217|S221,a
MEK1_pS217_S221,MDACC,MEK1pS217S221,MAP2K1,S217|S221,a
MEK1_pS217_S221.R.V_GBL.9013871,MDACC,MEK1pS217S221,MAP2K1,S217|S221,a
MEK1_pS217_S221.R.V_GBL1033828,MDACC,MEK1pS217S221,MAP2K1,S217|S221,a
MEK1_pS217_S221.R.V_GBL1113279,MDACC,MEK1pS217S221,MAP2K1,S217|S221,a
MEK1_pS217_S221.R.V_GBL1115226,MDACC,MEK1pS217S221,MAP2K1,S217|S221,a
MEK1_pS217_S221.R.V_GBL9026345,MDACC,MEK1pS217,MAP2K1,S217|S218|S222,a
MEK1,MDACC,MEK1,MAP2K1,NA,c
MEK1_RS00269177,MDACC,MEK1,MAP2K1,NA,c
MEK1_RS00273596,MDACC,MEK1,MAP2K1,NA,c
MEK1_RS00275577,MDACC,MEK1,MAP2K1,NA,c
MEK1_V,MDACC,MEK1,MAP2K1,NA,c
MEK1.R.V_GBL.9013870,MDACC,MEK1,MAP2K1,NA,c
MEK1.R.V_GBL1033802,MDACC,MEK1,MAP2K1,NA,c
MEK1.R.V_GBL1113195,MDACC,MEK1,MAP2K1,NA,c
MEK1.R.V_GBL1114886,MDACC,MEK1,MAP2K1,NA,c
MEK1.R.V_GBL9026234,MDACC,MEK1,MAP2K1,NA,c
MEK1(V)_GBL9007928,MDACC,MEK1,MAP2K1,NA,c
MEK1/2,MSKCC,MEK1,MAP2K1,NA,c
MEK1/2,MSKCC,MEK2,MAP2K2,NA,c
MEK1/2 (phospho.Ser217/221),MSKCC,MEK1/2_pS217,MAP2K1,S217|S221,a
MEK1/2 (phospho.Ser217/221),MSKCC,MEK1/2_pS221,MAP2K2,S217|S221,a
MEK2,MDACC,MEK2,MAP2K2,NA,c
MEK2.R.V_GBL1033866,MDACC,MEK2,MAP2K2,NA,c
MEK2.R.V_GBL1113327,MDACC,MEK2,MAP2K2,NA,c
MEK2.wR.V_GBL1115131,MDACC,MEK2,MAP2K2,NA,c
MERIT40,MDACC,MERIT40,BABAM1,NA,c
MERIT40_PS29,MDACC,MERIT40_pS29,BABAM1,S29,a
MERIT40_pS29,MDACC,MERIT40_pS29,BABAM1,S29,a
MERLIN,MDACC,Merlin,NF2,NA,c
Merlin,MDACC,Merlin,NF2,NA,c
Merlin.R.C_GBL1033821,MDACC,Merlin,NF2,NA,c
Merlin.R.C_GBL1113272,MDACC,Merlin,NF2,NA,c
Merlin.R.C_GBL1114945,MDACC,Merlin,NF2,NA,c
MET,MSKCC,MET,MET,NA,c
Met (phospho.Tyr1234/1235),MSKCC,Met_pY1234,MET,Y1234,a
MELK,MDACC,MELK,MELK,NA,c
MGMT,MDACC,MGMT,MGMT,NA,c
MGMT_mouse,MDACC,MGMT,MGMT,NA,c
MGMT_RS00272750 (MOUSE),MDACC,MGMT,MGMT,NA,c
MGMT_RS00276377 (mouse),MDACC,MGMT,MGMT,NA,c
MGMT_RS00276599 (mouse) (1_200),MDACC,MGMT,MGMT,NA,c
MIF,MDACC,MIF,MIF,NA,c
MIF.R.C_GBL1115028,MDACC,MIF,MIF,NA,c
MIG6,MDACC,MIG6,ERRFI1,NA,c
MIG.6,MDACC,MIG6,ERRFI1,NA,c
MIG.6.M.V_GBL.9012892,MDACC,MIG6,ERRFI1,NA,c
MIG.6.M.V_GBL9026315,MDACC,MIG6,ERRFI1,NA,c
MIG6.M.V_GBL1033905,MDACC,MIG6,ERRFI1,NA,c
MIG6.M.V_GBL1113369,MDACC,MIG6,ERRFI1,NA,c
MIG6.M.V_GBL1115047,MDACC,MIG6,ERRFI1,NA,c
MITF,MSKCC,MITF,MITF,NA,c
MITOCHONDRIA,MDACC,Mitochondria,NA,NA,c
Mitochondria.M.V_GBL1115048,MDACC,Mitochondria,NA,NA,c
MITOFUSIN1,MDACC,MFN1,MFN1,NA,c
MITOFUSIN2,MDACC,MFN2,MFN2,NA,c
MLH1,MDACC,MLH1,MLH1,NA,c
MLKL,MDACC,MLKL,MLKL,NA,c
MKLP1_D17,MDACC,MKLP1,KIF23,NA,c
MKLP,MDACC,MKLP1,KIF23,NA,c
MKLP.1(D17)_GBL9008567,MDACC,MKLP1,KIF23,NA,c
MKLP.1(D17)_GBL9008584,MDACC,MKLP1,KIF23,NA,c
MME,MDACC,MME,MME,NA,c
MME_CD10,MDACC,MME,MME,NA,c
MME(CD10)(mouse)_GBL9007891,MDACC,MME,MME,NA,c
MMP2,MDACC,MMP2,MMP2,NA,c
MMP9,MDACC,MMP9,MMP9,NA,c
MMP2.R.V_GBL1115220,MDACC,MMP2,MMP2,NA,c
MNK1,MDACC,MNK1,MKNK1,NA,c
Mnk1,MDACC,MNK1,MKNK1,NA,c
mouse IgG1,MSKCC,rabbit IgG1,NA,NA,c
mouse IgG2a,MSKCC,rabbit IgG2a,NA,NA,c
MONOCARBOXYLATE_TRANSPORTER_4,MDACC,SLC16A3,SLC16A3,NA,c
MRAP,MDACC,MRAP,MRAP,NA,c
Mre11,MDACC,MRE11,MRE11A,NA,c
MRE11,MDACC,MRE11,MRE11A,NA,c
MRE11_RS00275799,MDACC,MRE11,MRE11A,NA,c
Mre11.R.C_GBL.9013873,MDACC,Mre11,MRE11A,NA,c
Mre11.R.C_GBL9026237,MDACC,Mre11,MRE11A,NA,c
MSH2,MDACC,MSH2,MSH2,NA,c
MSH2_mouse,MDACC,MSH2,MSH2,NA,c
MSH2_RS00276385 (mouse),MDACC,MSH2,MSH2,NA,c
MSH2.M.C_GBL.9012893,MDACC,MSH2,MSH2,NA,c
MSH2.M.C_GBL9026316,MDACC,MSH2,MSH2,NA,c
MSH2.M.V_GBL1033900,MDACC,MSH2,MSH2,NA,c
MSH2.M.V_GBL1113360,MDACC,MSH2,MSH2,NA,c
MSH2.wM.V_GBL1115136,MDACC,MSH2,MSH2,NA,c
MSH2(mouse)_GBL9007882,MDACC,MSH2,MSH2,NA,c
MSH6,MDACC,MSH6,MSH6,NA,c
MSH6.R.C_GBL.9013874,MDACC,MSH6,MSH6,NA,c
MSH6.R.C_GBL1033824,MDACC,MSH6,MSH6,NA,c
MSH6.R.C_GBL1113275,MDACC,MSH6,MSH6,NA,c
MSH6.R.C_GBL1114948,MDACC,MSH6,MSH6,NA,c
MSH6.R.C_GBL9026238,MDACC,MSH6,MSH6,NA,c
MSI2,MDACC,MSI2,MSI2,NA,c
MTCO2,MDACC,MTCO2,MT-CO2,NA,c
MTOR,MSKCC,mTOR,MTOR,NA,c
mTOR,MSKCC,mTOR,MTOR,NA,c
mTOR (phospho.Ser2448),MSKCC,mTOR_pS2448,MTOR,S2448,a
mTOR_.pS2448.R.C_GBL9026240,MDACC,mTORpS2448,MTOR,S2448,a
MTOR_PS2248,MDACC,mTORpS2248,MTOR,S2248,a
MTOR_PS2448,MDACC,mTORpS2448,MTOR,S2448,a
mTOR_pS2448,MDACC,mTORpS2448,MTOR,S2448,a
mTOR_pS2448_GBL9008344,MDACC,mTORpS2448,MTOR,S2448,a
mTOR_pS2448_RS00269153,MDACC,mTORpS2448,MTOR,S2448,a
mTOR_pS2448.R.C_GBL1033804,MDACC,mTORpS2448,MTOR,S2448,a
mTOR_pS2448.R.C_GBL1113197,MDACC,mTORpS2448,MTOR,S2448,a
mTOR_pS2448.R.C_GBL1114889,MDACC,mTORpS2448,MTOR,S2448,a
mTOR_RS00269154,MDACC,mTOR,MTOR,NA,c
mTOR_RS00276015,MDACC,mTOR,MTOR,NA,c
mTOR_V,MDACC,mTOR,MTOR,NA,c
mTOR.R.V_GBL1033803,MDACC,mTOR,MTOR,NA,c
mTOR.R.V_GBL1113196,MDACC,mTOR,MTOR,NA,c
mTOR.R.V_GBL1114888,MDACC,mTOR,MTOR,NA,c
mTOR.R.V_GBL9026239,MDACC,mTOR,MTOR,NA,c
mTOR(V)_GBL9008343,MDACC,mTOR,MTOR,NA,c
mTOR(V)_GBL9008537,MDACC,mTOR,MTOR,NA,c
MYH9,MDACC,MYH9,MYH9,NA,c
Myosin.11,MDACC,Myosin11,MYH11,NA,c
MYOSIN11,MDACC,Myosin11,MYH11,NA,c
Myosin.11.R.V_GBL1033848,MDACC,Myosin11,MYH11,NA,c
Myosin.11.R.V_GBL1113309,MDACC,Myosin11,MYH11,NA,c
Myosin.11.R.V_GBL1115227,MDACC,Myosin11,MYH11,NA,c
Myosin.Iia,MDACC,MyosinIIa,MYH2,NA,c
MYOSINIIA,MDACC,MyosinIIa,MYH2,NA,c
MYOSINIIA_PS1943,MDACC,MyosinIIapS1943,MYH2,S1943,i
Myosin.IIa_pS1943,MDACC,MyosinIIapS1943,MYH2,S1943,i
Myosin.IIa_pS1943.R.V_GBL1033853,MDACC,MyosinIIapS1943,MYH2,S1943,i
Myosin.IIa_pS1943.R.V_GBL1113314,MDACC,MyosinIIapS1943,MYH2,S1943,i
Myosin.IIa_pS1943.R.V_GBL1114969,MDACC,MyosinIIapS1943,MYH2,S1943,i
Myosin.Heavy.Chain.11,MDACC,Myosin11,MYH11,NA,c
MYT1,MDACC,Myt1,MYT1,NA,c
Myt1,MDACC,Myt1,MYT1,NA,c
NANOG,MDACC,NANOG,NANOG,NA,c
NCADHERIN,MSKCC,NCadherin,CDH2,NA,c
N.Cadherin,MSKCC,NCadherin,CDH2,NA,c
N.Cadherin,MSKCC,NCadherin,CDH2,NA,c
N.Cadherin_RS00273492,MDACC,NCadherin,CDH2,NA,c
N.Cadherin_RS00275863,MDACC,NCadherin,CDH2,NA,c
N.Cadherin_V,MDACC,NCadherin,CDH2,NA,c
N.Cadherin.R.V_GBL.9013823,MDACC,NCadherin,CDH2,NA,c
N.Cadherin.R.V_GBL1033805,MDACC,NCadherin,CDH2,NA,c
N.Cadherin.R.V_GBL1113198,MDACC,NCadherin,CDH2,NA,c
N.Cadherin.R.V_GBL9026341,MDACC,NCadherin,CDH2,NA,c
N.Cadherin.wR.V_GBL1115105,MDACC,NCadherin,CDH2,NA,c
N.Cadherin(V)_GBL9008538,MDACC,NCadherin,CDH2,NA,c
NRAS,MDACC,NRas,NRAS,NA,c
N.Ras,MDACC,NRas,NRAS,NA,c
N.Ras.M.V_GBL1033944,MDACC,NRas,NRAS,NA,c
N.Ras.M.V_GBL1113394,MDACC,NRas,NRAS,NA,c
N.Ras.M.V_GBL1115080,MDACC,NRas,NRAS,NA,c
NAPSINA,MDACC,NAPSINA,NAPSA,NA,c
NAPSIN.A,MDACC,NAPSINA,NAPSA,NA,c
NAPSIN.A.R.C_GBL1033873,MDACC,NAPSINA,NAPSA,NA,c
NAPSIN.A.R.C_GBL1113334,MDACC,NAPSINA,NAPSA,NA,c
NAPSIN.A.R.C_GBL1114990,MDACC,NAPSINA,NAPSA,NA,c
NBS1,MDACC,NBS1,NBN,NA,c
NBS1_GBL9008313,MDACC,NBS1,NBN,NA,c
NBS1_GBL9008374,MDACC,NBS1,NBN,NA,c
NCKIPS1,MDACC,NCKIPS1,PSEN1,NA,c
NCKIPS1_RS00276592,MDACC,NCKIPS1,PSEN1,NA,c
NDRG1_PT346,MDACC,NDRG1pT346,NDRG1,T346,a
NDRG1_pT346,MDACC,NDRG1pT346,NDRG1,T346,a
NDRG1_pT346.R.V_GBL1033842,MDACC,NDRG1pT346,NDRG1,T346,a
NDRG1_pT346.R.V_GBL1113365,MDACC,NDRG1pT346,NDRG1,T346,a
NDRG1_pT346.R.V_GBL1114959,MDACC,NDRG1pT346,NDRG1,T346,a
NDUFB4,MDACC,NDUFB4,NDUFB4,NA,c
NDUFB4.M.V_GBL1115177,MDACC,NDUFB4,NDUFB4,NA,c
NDUFB8,MDACC,NDUFB8,NDUFB8,NA,c
NFKB.P65,MSKCC,NFkBp65_pS536,RELA,S536,a
NFKB.P65_PS536,MDACC,NFkBp65pS536,RELA,S536,a
NF.kB.p65_pS536,MDACC,NFkBp65pS536,RELA,S536,a
NF.kB.p65_pS536,MDACC,NFkBp65pS536,RELA,S536,a
NF.kB.p65_pS536.R.C_GBL.9013877,MDACC,NFkBp65pS536,RELA,S536,a
NF.kB.p65_pS536.R.C_GBL1033806,MDACC,NFkBp65pS536,RELA,S536,a
NF.kB.p65_pS536.R.C_GBL1113199,MDACC,NFkBp65pS536,RELA,S536,a
NF.kB.p65_pS536.R.C_GBL1114890,MDACC,NFkBp65pS536,RELA,S536,a
NF.kB.p65_pS536.R.C_GBL9026242,MDACC,NFkBp65pS536,RELA,T536,a
NF1,MDACC,NF1,NF1,NA,c
NF2,MDACC,NF2,NF2,NA,c
NF2.R.C_GBL.9013876,MDACC,NF2,NF2,NA,c
NF2.R.C_GBL9026243,MDACC,NF2,NF2,NA,c
NFAT1,MDACC,NFAT1,NFATC1,NA,c
NFkB p65 (phospho.Ser536),MSKCC,NFkBp65_pS536,RELA,S536,a
NOTCH1_CLEAVED,MDACC,Notch1cleaved,NOTCH1,NA,c
NOTCH1,MDACC,Notch1,NOTCH1,NA,c
NOTCH2,MDACC,NOTCH2,NOTCH2,NA,c
Notch3,MDACC,Notch 3,NOTCH3,NA,c
Notch.3,MDACC,Notch 3,NOTCH3,NA,c
NOTCH3,MDACC,Notch 3,NOTCH3,NA,c
Notch 3_RS00275693,MDACC,Notch 3,NOTCH3,NA,c
Notch1,MDACC,Notch1,NOTCH1,NA,c
Notch1.R.V_GBL.9013878,MDACC,Notch1,NOTCH1,NA,c
Notch1.R.V_GBL1033825,MDACC,Notch1,NOTCH1,NA,c
Notch1.R.V_GBL1113276,MDACC,Notch1,NOTCH1,NA,c
Notch1.R.V_GBL9026244,MDACC,Notch1,NOTCH1,NA,c
Notch1.wR.V_GBL1115121,MDACC,Notch1,NOTCH1,NA,c
Notch3_C,MDACC,Notch3,NOTCH3,NA,c
NOTCH3_RS00273601,MDACC,NOTCH3,NOTCH3,NA,c
Notch3.R.C_GBL.9013879,MDACC,Notch3,NOTCH3,NA,c
Notch3.R.C_GBL1115019,MDACC,Notch3,NOTCH3,NA,c
Notch3.R.C_GBL9026246,MDACC,Notch3,NOTCH3,NA,c
NOTCH4,MDACC,NOTCH4,NOTCH4,NA,c
NOXA,MDACC,NOXA,PMAIP1,NA,c
NQO1,MDACC,NQO1,NQO1,NA,c
NRF2,MDACC,NRF2,NFE2L2,NA,c
OB,MDACC,OB,LEP,NA,c
4-Oct,MDACC,sigma,POU5F1,NA,c
X4.Oct,MDACC,Oct.4,POU5F1,NA,c
X4.Oct,MDACC,Oct.4,POU5F1,NA,c
Oct.4,MDACC,Oct.4,POU5F1,NA,c
PCADHERIN,MSKCC,P.Cadherin,CDH3,NA,c
P.Cadherin,MSKCC,P.Cadherin,CDH3,NA,c
P.Cadherin,MSKCC,P.Cadherin,CDH3,NA,c
P.Cadherin.R.C_GBL.9013824,MDACC,PCadherin,CDH3,NA,c
P.Cadherin.R.C_GBL1115221,MDACC,PCadherin,CDH3,NA,c
P.Cadherin.R.C_GBL9026342,MDACC,PCadherin,CDH3,NA,c
P.Cadherin(V)_GBL9008316,MDACC,PCadherin,CDH3,NA,c
PMET_PY1234_Y1235,MDACC,P.Met_pY1234/1235,MET,Y1234|1235,a
P.Met_pY1234_Y1235,MDACC,P.Met_pY1234/1235,MET,Y1234|1235,a
P14ARF,MDACC,P14ARF,CDKN2A,NA,c
P16INK4A,MDACC,p16INK4a,CDKN2A,NA,c
p16INK4a,MDACC,p16INK4a,CDKN2A,NA,c
p16INK4a.R.V_GBL1033865,MDACC,p16INK4a,CDKN2A,NA,c
p16INK4a.R.V_GBL1113326,MDACC,p16INK4a,CDKN2A,NA,c
p16INK4a.R.V_GBL1114984,MDACC,p16INK4a,CDKN2A,NA,c
P18INK4C,MDACC,P18INK4C,CDKN2C,NA,c
P19,MDACC,P19,CDKN2D,NA,c
P21,MDACC,p21,CDKN1A,NA,c
p21_C,MDACC,p21,CDKN1A,NA,c
p21,MDACC,p21,CDKN1A,NA,c
p21_RS00273502,MDACC,p21,CDKN1A,NA,c
p21_RS00276016,MDACC,p21,CDKN1A,NA,c
p21.R.C_GBL.9013880,MDACC,p21,CDKN1A,NA,c
p21.R.C_GBL9026247,MDACC,CIP1/p21,CDKN1A,NA,c
p21.R.V_GBL1033880,MDACC,p21,CDKN1A,NA,c
p21.R.V_GBL1113340,MDACC,p21,CDKN1A,NA,c
p21.R.V_GBL1115018,MDACC,p21,CDKN1A,NA,c
p21(C)_GBL9007899,MDACC,p21,CDKN1A,NA,c
p27,MDACC,p27,CDKN1B,NA,c
p27_mouse,MDACC,p27,CDKN1B,NA,c
P27_PT157,MDACC,p27pT157,CDKN1B,T157,i
p27_pT157,MDACC,p27pT157,CDKN1B,T157,i
p27_pT157.R.C_GBL.9012867,MDACC,p27pT157,CDKN1B,T157,i
p27_pT157.R.C_GBL.9013906,MDACC,p27pT157,CDKN1B,T157,i
p27_pT157.R.C_GBL1033772,MDACC,p27pT157,CDKN1B,T157,i
p27_pT157.R.C_GBL1113249,MDACC,p27pT157,CDKN1B,T157,i
p27_pT157.R.C_GBL1114926,MDACC,p27pT157,CDKN1B,T157,i
p27_pT157.R.C_GBL9026249,MDACC,KIP1/p27pT157,CDKN1B,T157,a
P27_PT183,MDACC,P27_PT183,CDKN1B,T183,i
P27_PT198,MDACC,p27pT198,CDKN1B,T198,i
p27_pT198,MDACC,p27pT198,CDKN1B,T198,i
p27_pT198.R.V_GBL.9013883,MDACC,p27pT198,CDKN1B,T198,i
p27_pT198.R.V_GBL1033774,MDACC,p27pT198,CDKN1B,T198,i
p27_pT198.R.V_GBL1113251,MDACC,p27pT198,CDKN1B,T198,i
p27_pT198.R.V_GBL9026250,MDACC,KIP1/p27pT198,CDKN1B,T198,a
p27_pT198.wR.V_GBL1115112,MDACC,p27pT198,CDKN1B,T198,i
p27_RS00269175,MDACC,p27,CDKN1B,NA,c
p27_RS00275575,MDACC,p27,CDKN1B,NA,c
P27.KIP1,MDACC,p27Kip1,CDKN1B,NA,c
p27.Kip.1,MDACC,p27Kip1,CDKN1B,NA,c
p27Kip1,MDACC,p27Kip1,CDKN1B,NA,c
p27.Kip.1.R.V_GBL1033778,MDACC,p27Kip1,CDKN1B,NA,c
p27.Kip.1.R.V_GBL1113255,MDACC,p27Kip1,CDKN1B,NA,c
p27.Kip.1.wR.V_GBL1115115,MDACC,p27Kip1,CDKN1B,NA,c
p27.R.V_GBL.9012866,MDACC,p27,CDKN1B,NA,c
p27.R.V_GBL.9013881,MDACC,p27,CDKN1B,NA,c
p27.R.V_GBL9026248,MDACC,KIP1/p27,CDKN1B,NA,c
p27(Kip1)_GBL9008403,MDACC,p27,CDKN1B,NA,c
p27(mouse)_GBL9007890,MDACC,p27,CDKN1B,NA,c
p38.a,MDACC,p38alpha,MAPK14,NA,c
P38ALPHA,MDACC,p38alpha,MAPK14,NA,c
P38MAPK_PT180,MSKCC,p38_pT180,MAPK14,T180,a
P38MAPK_PT180_Y182,MSKCC,p38_pT180,MAPK14,T180|Y182,a
p38 MAPK (phospho.Thr180,MSKCC,p38_pT180,MAPK14,T180,a
P38MAPK,MDACC,p38MAPK,MAPK14,NA,c
p38.MAPK,MDACC,p38MAPK,MAPK14,NA,c
p38_MAPK,MDACC,p38MAPK,MAPK14,NA,c
p38_MAPK.R.C_GBL.9012868,MDACC,p38MAPK,MAPK14,NA,c
p38_MAPK.R.C_GBL.9013884,MDACC,p38MAPK,MAPK14,NA,c
p38_MAPK.R.C_GBL.9013907,MDACC,p38MAPK,MAPK14,NA,c
p38_MAPK.R.C_GBL9026251,MDACC,p38MAPK,MAPK14,NA,c
p38_pT180,MDACC,p38pT180,MAPK14,T180,a
p38_pT180_RS00273709,MDACC,p38pT180,MAPK14,T180,a
p38_pT180_RS00275580,MDACC,p38pT180,MAPK14,T180,a
p38_pT180_V,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38.MAPK_pT180_Y182,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38_pT180_Y182,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38_pT180_Y182.R.V_GBL.9012869,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38_pT180_Y182.R.V_GBL.9013885,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38_pT180_Y182.R.V_GBL.9013908,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38_pT180_Y182.R.V_GBL1033808,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38_pT180_Y182.R.V_GBL1113201,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38_pT180_Y182.R.V_GBL9026252,MDACC,p38pT180,MAPK14,T180|Y182,a
p38_pT180_Y182.wR.V_GBL1115106,MDACC,p38pT180Y182,MAPK14,T180|Y182,a
p38_pT180(V)_GBL9007932,MDACC,p38pT180,MAPK14,T180,a
p38,MDACC,p38,MAPK14,NA,c
P38,MDACC,p38,MAPK14,NA,c
p38_RS00273500,MDACC,p38,MAPK14,NA,c
P38_RS00273710,MDACC,P38,MAPK14,NA,c
p38_RS00275581,MDACC,p38,MAPK14,NA,c
p38_V,MDACC,p38,MAPK14,NA,c
p38.a.M.V_GBL1115051,MDACC,p38a,MAPK14,NA,c
p38.alpha.M.V_GBL1033908,MDACC,p38alpha,MAPK14,NA,c
p38.alpha.M.V_GBL1113372,MDACC,p38alpha,MAPK14,NA,c
p38.R.V_GBL1033807,MDACC,p38,MAPK14,NA,c
